timestamp,temperature,humidity,moisture
1783185326131,28.9,52.0,93
1783185336138,28.8,52.0,94
1783185346150,29.0,53.0,93
1783185356164,28.9,52.0,95
1783185366181,28.8,52.0,94
1783185376190,28.8,52.0,94
1783185386207,28.7,52.0,92
1783185396217,28.6,52.0,93
1783185406233,28.5,52.0,94
1783185416246,28.7,53.0,94
1783185426257,28.6,53.0,94
1783185436272,28.6,53.0,95
1783185446287,28.7,52.0,95
1783185456299,28.7,52.0,93
1783185466312,28.7,52.0,94
1783185476325,28.6,52.0,94
1783185486338,28.6,52.0,93
1783185496352,28.6,52.0,93
1783185506365,28.5,52.0,95
1783185516378,28.7,52.0,94
1783185526394,28.6,52.0,93
1783185536406,28.5,53.0,93
1783185546418,28.7,53.0,94
1783185556432,28.5,52.0,95
1783185566445,28.6,52.0,94
1783185576457,28.5,53.0,93
1783185586472,28.6,52.0,94
1783185596486,28.5,52.0,94
1783185606499,28.6,53.0,95
1783185616512,28.7,53.0,95
