timestamp,temperature,humidity,moisture
1783183523727,29.1,53.0,93
1783183533740,29.0,53.0,93
1783183543755,29.0,53.0,93
1783183553767,29.1,53.0,94
1783183563781,29.3,54.0,94
1783183573792,29.1,53.0,93
1783183583808,29.2,53.0,94
1783183593819,29.1,53.0,95
1783183603833,29.2,53.0,93
1783183613845,29.2,52.0,93
1783183623858,29.1,52.0,95
1783183633873,29.2,52.0,94
1783183643887,29.3,52.0,93
1783183653899,29.3,52.0,92
1783183663912,29.3,52.0,94
1783183673925,29.3,52.0,94
1783183683940,29.2,52.0,93
1783183693953,29.2,52.0,94
1783183703970,29.3,52.0,95
1783183713977,29.3,52.0,93
1783183723993,29.3,52.0,94
1783183734005,29.3,52.0,93
1783183744019,29.2,52.0,95
1783183754031,29.1,52.0,94
1783183764044,28.9,51.0,94
1783183774061,29.1,53.0,94
1783183784072,29.1,52.0,94
1783183794084,29.1,53.0,93
1783183804099,29.1,52.0,93
1783183814112,29.1,53.0,94
