timestamp,temperature,humidity,moisture
1783187128526,28.0,55.0,94
1783187138540,27.9,54.0,94
1783187148553,27.9,53.0,95
1783187158568,28.0,54.0,95
1783187168580,28.0,54.0,96
1783187178594,28.1,54.0,93
1783187188611,28.0,54.0,94
1783187198620,28.2,54.0,95
1783187208634,28.3,54.0,94
1783187218647,28.3,54.0,94
1783187228661,28.1,54.0,93
1783187238677,28.2,54.0,94
1783187248688,28.2,54.0,93
1783187258702,28.2,54.0,94
1783187268713,28.3,54.0,93
1783187278727,28.3,54.0,95
1783187288739,28.3,54.0,94
1783187298755,28.2,54.0,94
1783187308766,28.2,54.0,94
1783187318780,28.3,54.0,94
1783187328793,28.2,54.0,94
1783187338806,28.2,54.0,95
1783187348820,28.2,54.0,92
1783187358840,28.2,54.0,94
1783187368846,28.2,54.0,94
1783187378863,28.1,54.0,94
1783187388875,28.2,54.0,95
1783187398888,28.2,54.0,93
1783187408901,28.0,54.0,95
1783187418913,28.0,54.0,95
