timestamp,temperature,humidity,moisture
1783184424927,28.7,52.0,94
1783184434941,28.8,52.0,94
1783184444954,28.9,52.0,95
1783184454967,28.7,52.0,94
1783184464980,28.8,52.0,93
1783184474994,28.7,53.0,94
1783184485008,28.9,52.0,94
1783184495019,28.9,52.0,95
1783184505032,28.8,53.0,95
1783184515047,28.7,53.0,94
1783184525060,28.7,53.0,93
1783184535072,28.9,53.0,95
1783184545089,28.7,53.0,93
1783184555101,28.5,53.0,95
1783184565113,28.6,53.0,95
1783184575125,28.5,53.0,95
1783184585139,28.8,53.0,94
1783184595151,28.8,52.0,94
1783184605166,28.8,52.0,95
1783184615179,28.8,52.0,94
1783184625192,28.8,52.0,94
1783184635205,28.5,52.0,95
1783184645220,28.8,52.0,94
1783184655235,28.8,52.0,94
1783184665244,28.9,52.0,94
1783184675257,28.7,52.0,95
1783184685270,28.8,52.0,96
1783184695284,28.7,52.0,94
1783184705299,28.8,52.0,93
1783184715311,28.8,52.0,94
