timestamp,temperature,humidity,moisture
1783186227329,28.2,54.0,94
1783186237343,28.3,54.0,95
1783186247356,28.3,54.0,94
1783186257368,28.3,54.0,95
1783186267385,28.5,53.0,94
1783186277396,28.4,53.0,93
1783186287409,28.6,53.0,94
1783186297424,28.5,53.0,94
1783186307436,28.3,53.0,95
1783186317449,28.5,53.0,94
1783186327461,28.6,53.0,95
1783186337477,28.5,53.0,94
1783186347488,28.5,53.0,94
1783186357502,28.5,53.0,95
1783186367517,28.3,53.0,95
1783186377528,28.4,53.0,95
1783186387542,28.5,53.0,94
1783186397554,28.3,54.0,93
1783186407570,28.1,54.0,93
1783186417581,28.3,54.0,93
1783186427593,28.3,54.0,93
1783186437607,28.3,54.0,93
1783186447622,28.3,54.0,94
1783186457634,28.3,54.0,93
1783186467648,28.2,53.0,94
1783186477661,28.3,54.0,93
1783186487674,28.2,54.0,95
1783186497687,28.3,54.0,93
1783186507701,28.3,54.0,95
1783186517716,28.3,54.0,94
