timestamp,temperature,humidity,moisture
1783185926925,28.8,53.0,93
1783185936940,28.8,53.0,93
1783185946953,28.6,53.0,93
1783185956966,28.6,53.0,95
1783185966982,28.5,52.0,95
1783185976995,28.6,52.0,94
1783185987005,28.5,52.0,94
1783185997020,28.6,53.0,95
1783186007032,28.6,53.0,95
1783186017047,28.6,52.0,93
1783186027066,28.6,53.0,95
1783186037073,28.6,53.0,95
1783186047088,28.6,53.0,95
1783186057105,28.5,53.0,95
1783186067114,28.5,53.0,94
1783186077128,28.5,53.0,95
1783186087140,28.6,53.0,94
1783186097154,28.5,53.0,95
1783186107166,28.6,53.0,94
1783186117179,28.5,53.0,94
1783186127196,28.5,53.0,94
1783186137209,28.4,53.0,95
1783186147220,28.3,53.0,94
1783186157234,28.4,53.0,95
1783186167247,28.3,53.0,95
1783186177260,28.3,53.0,94
1783186187274,28.3,53.0,94
1783186197287,28.3,54.0,94
1783186207301,28.3,54.0,94
1783186217314,28.3,54.0,90
