timestamp,temperature,humidity,moisture
1782403873218,30.6,30.0,33
1782403883233,30.7,30.0,33
1782403893250,30.5,31.0,33
1782403903263,30.5,31.0,32
1782403913274,30.6,31.0,33
1782403923286,30.5,31.0,34
1782403933301,30.5,31.0,30
1782403943314,30.7,31.0,32
1782403953327,30.7,31.0,33
1782403963339,30.6,31.0,33
1782403973352,30.9,31.0,33
1782403983366,30.7,31.0,33
1782403993380,30.6,31.0,32
1782404003394,30.6,31.0,34
1782404013406,30.5,31.0,32
1782404023421,30.7,31.0,32
1782404033435,30.7,31.0,35
1782404043446,30.6,31.0,33
1782404053461,30.7,31.0,32
1782404063473,30.5,31.0,35
1782404073488,30.7,31.0,33
1782404083500,30.6,31.0,33
1782404093514,30.6,31.0,33
1782404103529,30.5,31.0,33
1782404113540,30.5,31.0,33
1782404123552,30.5,32.0,33
1782404133568,30.4,32.0,34
1782404143579,30.5,32.0,31
1782404153593,30.5,32.0,32
1782404163605,30.4,32.0,32
