timestamp,temperature,humidity,moisture
1782403272424,30.8,32.0,32
1782403282436,30.7,32.0,33
1782403292451,30.8,32.0,32
1782403302463,30.8,32.0,31
1782403312476,30.8,32.0,33
1782403322492,30.9,32.0,33
1782403332503,30.8,32.0,33
1782403342515,30.8,32.0,33
1782403352530,30.8,32.0,32
1782403362542,30.9,32.0,32
1782403372557,31.0,33.0,32
1782403382568,30.9,32.0,33
1782403392582,30.8,32.0,32
1782403402595,30.8,32.0,34
1782403412607,30.8,32.0,34
1782403422620,30.8,32.0,33
1782403432634,30.8,32.0,32
1782403442646,31.0,33.0,33
1782403452659,30.8,32.0,32
1782403462673,30.8,32.0,35
1782403472687,30.8,32.0,31
1782403482701,30.8,32.0,30
1782403492712,30.8,32.0,33
1782403502726,31.0,32.0,32
1782403512737,30.8,31.0,34
1782403522752,30.8,31.0,31
1782403532766,30.7,31.0,33
1782403542779,30.8,31.0,33
1782403552792,30.7,31.0,33
1782403562806,30.6,31.0,33
