timestamp,temperature,humidity,moisture
1782401770422,29.0,33.0,32
1782401780435,31.0,33.0,33
1782401790448,31.2,33.0,32
1782401800459,30.9,32.0,33
1782401810472,30.8,32.0,32
1782401820487,31.0,33.0,32
1782401830500,31.1,32.0,34
1782401840513,30.8,31.0,31
1782401850528,30.9,31.0,33
1782401860539,31.0,32.0,31
1782401870553,30.8,31.0,31
1782401880576,30.9,31.0,31
1782401890579,31.0,32.0,33
1782401900591,30.8,32.0,31
1782401910605,31.1,33.0,31
1782401920618,31.0,33.0,31
1782401930632,31.1,33.0,32
1782401940643,31.0,33.0,32
1782401950655,31.0,33.0,32
1782401960668,31.1,33.0,33
1782401970683,31.0,32.0,34
1782401980698,31.0,32.0,30
1782401990707,31.3,32.0,33
1782402000722,31.1,32.0,33
1782402010734,31.1,31.0,31
1782402020748,31.0,31.0,31
1782402030763,31.1,31.0,31
1782402040776,31.0,31.0,32
1782402050786,31.0,31.0,32
1782402060799,31.0,31.0,33
