timestamp,temperature,humidity,moisture
1782744146837,32.5,30.0,31
1782744156848,32.8,30.0,33
1782744166864,32.6,30.0,32
1782744176874,32.8,31.0,31
1782744186893,32.6,31.0,33
1782744196902,32.8,31.0,33
1782744206918,32.8,31.0,31
1782744216930,33.0,32.0,31
1782744226944,32.9,31.0,32
1782744236956,32.7,31.0,31
1782744246972,32.7,30.0,33
1782744256984,32.8,30.0,32
1782744266997,32.9,30.0,32
1782744277010,32.8,30.0,33
1782744287022,33.0,31.0,30
1782744297036,33.0,31.0,31
1782744307053,32.7,30.0,31
1782744317064,32.8,30.0,30
1782744327078,32.8,30.0,32
1782744337091,33.0,31.0,32
1782744347103,33.0,31.0,33
1782744357114,32.8,31.0,33
1782744367127,32.9,31.0,34
1782744377144,32.9,31.0,32
1782744387155,32.8,31.0,33
1782744397168,33.0,31.0,33
1782744407181,33.0,31.0,32
1782744417195,33.0,31.0,32
1782744427208,33.0,31.0,32
1782744437220,32.8,29.0,31
