timestamp,temperature,humidity,moisture
1782744747636,32.5,32.0,32
1782744757647,32.5,32.0,32
1782744767663,32.4,31.0,33
1782744777671,32.5,31.0,33
1782744787686,32.5,31.0,35
1782744797702,32.7,31.0,32
1782744807714,32.7,31.0,31
1782744817726,32.6,31.0,30
1782744827744,32.7,31.0,29
1782744837753,32.5,31.0,33
1782744847768,32.7,31.0,32
1782744857780,32.7,32.0,32
1782744867794,32.5,31.0,32
1782744877808,32.8,31.0,32
1782744887818,32.8,30.0,31
1782744897832,32.9,30.0,33
1782744907846,32.8,30.0,33
1782744917860,32.8,30.0,33
1782744927873,32.7,30.0,31
1782744937885,32.8,30.0,32
1782744947902,32.8,30.0,31
1782744957916,32.6,30.0,30
1782744967926,32.8,31.0,33
1782744977940,32.6,30.0,27
1782744987954,32.5,30.0,31
1782744997969,32.7,30.0,29
1782745007981,32.8,30.0,31
1782745017995,32.8,30.0,32
1782745028008,32.6,30.0,33
1782745038019,32.8,30.0,34
