timestamp,temperature,humidity,moisture
1782402371216,30.8,32.0,31
1782402381228,31.0,33.0,32
1782402391242,31.0,33.0,33
1782402401262,30.8,32.0,31
1782402411268,31.1,33.0,33
1782402421283,31.0,33.0,33
1782402431298,31.0,33.0,31
1782402441312,31.1,33.0,33
1782402451324,31.3,33.0,32
1782402461337,31.1,33.0,34
1782402471352,31.1,33.0,31
1782402481363,31.2,33.0,31
1782402491378,31.3,33.0,33
1782402501392,31.3,33.0,33
1782402511405,31.3,33.0,33
1782402521420,31.2,33.0,31
1782402531431,31.3,33.0,33
1782402541445,31.7,33.0,31
1782402551461,31.3,32.0,32
1782402561473,31.3,33.0,33
1782402571488,31.3,33.0,33
1782402581504,31.3,33.0,33
1782402591516,31.2,33.0,34
1782402601530,31.0,33.0,32
1782402611541,31.2,32.0,33
1782402621553,31.2,32.0,32
1782402631570,31.1,32.0,33
1782402641582,31.2,32.0,31
1782402651593,31.1,32.0,31
1782402661607,31.2,32.0,33
