timestamp,temperature,humidity,moisture
1782744447234,32.8,29.0,32
1782744457246,32.7,29.0,32
1782744467265,32.6,30.0,33
1782744477274,32.8,30.0,33
1782744487287,32.6,30.0,32
1782744497299,32.8,30.0,33
1782744507312,32.6,30.0,32
1782744517325,32.5,30.0,32
1782744527341,32.3,30.0,31
1782744537353,32.3,31.0,32
1782744547367,32.3,31.0,33
1782744557380,32.4,31.0,33
1782744567393,32.3,31.0,34
1782744577407,32.4,30.0,33
1782744587418,32.3,31.0,33
1782744597432,32.3,32.0,34
1782744607447,32.4,32.0,34
1782744617460,32.3,31.0,32
1782744627472,32.5,31.0,34
1782744637488,32.4,31.0,33
1782744647500,32.5,31.0,33
1782744657517,32.4,31.0,31
1782744667525,32.5,32.0,30
1782744677540,32.5,31.0,32
1782744687553,32.4,31.0,31
1782744697567,32.5,31.0,32
1782744707579,32.5,31.0,31
1782744717595,32.6,31.0,31
1782744727610,32.6,32.0,32
1782744737622,32.5,32.0,33
