timestamp,temperature,humidity,moisture
1782833839653,33.1,34.0,8
1782833849666,33.1,34.0,9
1782833859676,33.1,34.0,9
1782833869691,33.1,34.0,8
1782833879704,33.0,34.0,7
1782833889716,33.1,35.0,7
1782833899729,33.2,34.0,9
1782833909742,33.3,34.0,7
1782833919755,33.1,34.0,6
1782833929769,33.3,34.0,9
1782833939781,33.3,34.0,6
1782833949795,33.3,34.0,8
1782833959809,33.4,34.0,7
1782833969823,33.4,34.0,9
1782833979833,33.4,34.0,7
1782833989849,33.3,34.0,10
1782833999863,33.5,34.0,8
1782834009874,33.5,34.0,8
1782834019888,33.5,33.0,6
1782834029901,33.6,34.0,7
1782834039915,33.6,34.0,9
1782834049927,33.6,34.0,7
1782834059951,33.6,34.0,7
1782834069953,33.7,34.0,6
1782834079967,33.6,34.0,8
1782834089980,33.6,34.0,9
1782834099993,33.7,34.0,9
1782834110005,33.8,34.0,10
1782834120021,33.8,34.0,7
1782834130032,33.7,34.0,9
