timestamp,temperature,humidity,moisture
1782833238853,33.0,34.0,9
1782833248868,33.1,34.0,5
1782833258880,33.0,34.0,8
1782833268893,33.1,34.0,8
1782833278907,33.0,34.0,6
1782833288925,33.0,34.0,7
1782833298933,33.0,34.0,6
1782833308947,33.0,34.0,8
1782833318959,33.0,34.0,8
1782833328973,33.3,34.0,5
1782833338986,33.1,34.0,8
1782833348999,33.2,34.0,7
1782833359012,33.2,34.0,6
1782833369026,33.3,34.0,6
1782833379039,33.3,34.0,6
1782833389053,33.3,34.0,9
1782833399066,33.3,34.0,5
1782833409079,33.5,34.0,8
1782833419092,33.5,34.0,9
1782833429106,33.5,34.0,8
1782833439119,33.5,34.0,9
1782833449132,33.5,34.0,6
1782833459146,33.5,34.0,7
1782833469159,33.5,34.0,6
1782833479172,33.5,34.0,7
1782833489185,33.5,34.0,8
1782833499200,33.7,34.0,9
1782833509212,33.6,33.0,7
1782833519226,33.5,33.0,6
1782833529239,33.6,34.0,8
