timestamp,temperature,humidity,moisture
1782832337670,33.3,34.0,9
1782832347682,33.3,34.0,9
1782832357698,33.4,34.0,11
1782832367707,33.5,34.0,10
1782832377719,33.5,34.0,11
1782832387735,33.5,33.0,11
1782832397746,33.5,34.0,8
1782832407763,33.5,33.0,9
1782832417776,33.6,33.0,9
1782832427787,33.6,34.0,12
1782832437800,33.5,33.0,9
1782832447815,33.5,33.0,10
1782832457826,33.7,33.0,9
1782832467841,33.8,33.0,9
1782832477853,33.8,33.0,8
1782832487866,33.7,34.0,8
1782832497884,33.8,34.0,9
1782832507894,33.7,34.0,8
1782832517909,33.6,34.0,9
1782832527929,33.3,34.0,7
1782832537940,33.6,33.0,9
1782832547946,33.4,33.0,10
1782832557959,33.4,33.0,8
1782832567972,33.3,33.0,8
1782832577987,33.3,33.0,9
1782832588000,33.3,34.0,9
1782832598013,33.4,34.0,10
1782832608024,33.2,34.0,9
1782832618039,33.4,33.0,9
1782832628053,33.4,33.0,10
